Year,Month,Day,Concentration,DayOfWeek,Weekend
2012,3,23,35.82608695652174,5,0
2012,3,24,33.23913043478261,6,1
2012,3,25,39.833333333333336,0,1
2012,3,26,42.45652173913044,1,0
2012,3,27,49.6875,2,0
2012,3,28,60.825,3,0
2012,3,29,46.208333333333336,4,0
2012,3,30,49.76190476190476,5,0
2012,3,31,52.083333333333336,6,1
2012,4,1,52.71739130434783,0,1
2012,4,2,41.020833333333336,1,0
2012,4,3,40.76086956521739,2,0
2012,4,4,53.875,3,0
2012,4,5,23.282608695652176,4,0
2012,4,6,50.854166666666664,5,0
2012,4,7,56.41304347826087,6,1
2012,4,8,70.27083333333333,0,1
2012,4,9,51.608695652173914,1,0
2012,4,10,50.23529411764706,2,0
2012,4,11,52.17391304347826,3,0
2012,4,12,45.583333333333336,4,0
2012,4,13,34.77272727272727,5,0
2012,4,14,51.8125,6,1
2012,4,15,69.6304347826087,0,1
2012,4,16,68.5625,1,0
2012,4,17,57.30434782608695,2,0
2012,4,18,66.5,3,0
2012,4,19,68.82608695652173,4,0
2012,4,20,59.395833333333336,5,0
2012,4,21,66.45652173913044,6,1
2012,4,22,75.45833333333333,0,1
2012,4,23,71.52173913043478,1,0
2012,4,24,67.6875,2,0
2012,4,25,72.73913043478261,3,0
2012,4,26,80.5625,4,0
2012,4,27,79.02173913043478,5,0
2012,4,28,45.479166666666664,6,1
2012,4,29,55.02173913043478,0,1
2012,4,30,69.41666666666667,1,0
2012,5,1,72.6086956521739,2,0
2012,5,2,28.47826086956522,3,0
2012,5,3,47.23913043478261,4,0
2012,5,4,53.166666666666664,5,0
2012,5,5,54.84782608695652,6,1
2012,5,6,34.75,0,1
2012,5,7,46.28260869565217,1,0
2012,5,8,64.625,2,0
2012,5,9,44.78260869565217,3,0
2012,5,10,59.130434782608695,4,0
2012,5,11,50.91304347826087,5,0
2012,5,12,72.84782608695652,6,1
2012,5,13,64.85416666666667,0,1
2012,5,14,64.58695652173913,1,0
2012,5,15,64.625,2,0
2012,5,16,51.41304347826087,3,0
2012,5,17,56.354166666666664,4,0
2012,5,18,68.08695652173913,5,0
2012,5,19,58.75,6,1
2012,5,20,45.45652173913044,0,1
2012,5,21,45.41304347826087,1,0
2012,5,22,43.04347826086956,2,0
2012,5,23,40.229166666666664,3,0
2012,5,24,78.8913043478261,4,0
2012,5,25,81.4090909090909,5,0
2012,5,26,79.73913043478261,6,1
2012,5,27,77.22916666666667,0,1
2012,5,28,68.32608695652173,1,0
2012,5,29,58.145833333333336,2,0
2012,5,30,43.47826086956522,3,0
2012,5,31,44.541666666666664,4,0
2012,6,1,48.869565217391305,5,0
2012,6,2,67.375,6,1
2012,6,3,33.21739130434783,0,1
2012,6,4,34.104166666666664,1,0
2012,6,5,39.93478260869565,2,0
2012,6,6,45.145833333333336,3,0
2012,6,7,49.28260869565217,4,0
2012,6,8,54.625,5,0
2012,6,9,52.58695652173913,6,1
2012,6,10,44.9375,0,1
2012,6,11,34.630434782608695,1,0
2012,6,12,37.541666666666664,2,0
2012,6,13,34.28260869565217,3,0
2012,6,14,38.81818181818182,4,0
2012,6,15,43.71739130434783,5,0
2012,6,16,47.875,6,1
2012,6,17,50.58695652173913,0,1
2012,6,18,38.541666666666664,1,0
2012,6,19,49.78260869565217,2,0
2012,6,20,49.72727272727273,3,0
2012,6,21,40.73809523809524,4,0
2012,6,22,51.02272727272727,5,0
2012,6,23,47.21739130434783,6,1
2012,6,24,38.145833333333336,0,1
2012,6,25,43.76086956521739,1,0
2012,6,26,52.58695652173913,2,0
2012,6,27,16.5625,3,0
2012,6,28,48.95652173913044,4,0
2012,6,29,32.770833333333336,5,0
2012,6,30,50.30434782608695,6,1
2012,7,1,36.229166666666664,0,1
2012,7,2,32.91304347826087,1,0
2012,7,3,34.041666666666664,2,0
2012,7,4,57.69565217391305,3,0
2012,7,5,47.916666666666664,4,0
2012,7,6,42.0,5,0
2012,7,7,36.75,6,1
2012,7,8,40.95652173913044,0,1
2012,7,9,46.104166666666664,1,0
2012,7,10,24.934782608695652,2,0
2012,7,11,44.369565217391305,3,0
2012,7,12,40.81818181818182,4,0
2012,7,13,35.78125,5,0
2012,7,14,33.06521739130435,6,1
2012,7,15,33.895833333333336,0,1
2012,7,16,37.130434782608695,1,0
2012,7,17,31.625,2,0
2012,7,18,38.26086956521739,3,0
2012,7,19,38.041666666666664,4,0
2012,7,20,24.41304347826087,5,0
2012,7,21,31.25,6,1
2012,7,22,40.15217391304348,0,1
2012,7,23,51.833333333333336,1,0
2012,7,24,66.56521739130434,2,0
2012,7,25,102.83333333333333,3,0
2012,7,26,104.26086956521739,4,0
2012,7,27,86.97916666666667,5,0
2012,7,28,64.32608695652173,6,1
2012,7,29,44.270833333333336,0,1
2012,7,30,37.5,1,0
2012,7,31,30.479166666666668,2,0
2012,8,1,39.76086956521739,3,0
2012,8,2,29.333333333333332,4,0
2012,8,3,32.78260869565217,5,0
2012,8,4,27.375,6,1
2012,8,5,28.695652173913043,0,1
2012,8,6,33.65217391304348,1,0
2012,8,7,36.630434782608695,2,0
2012,8,8,20.666666666666668,3,0
2012,8,9,2.5,4,0
2012,8,10,48.142857142857146,5,0
2012,8,11,54.19565217391305,6,1
2012,8,12,54.04347826086956,0,1
2012,8,13,33.729166666666664,1,0
2012,8,14,33.19565217391305,2,0
2012,8,15,58.9375,3,0
2012,8,16,34.71739130434783,4,0
2012,8,17,46.75,5,0
2012,8,18,68.21739130434783,6,1
2012,8,19,59.19047619047619,0,1
2012,8,20,36.76315789473684,1,0
2012,8,21,44.833333333333336,2,0
2012,8,22,37.52173913043478,3,0
2012,8,23,43.166666666666664,4,0
2012,8,24,39.32608695652174,5,0
2012,8,25,46.479166666666664,6,1
2012,8,26,39.869565217391305,0,1
2012,8,27,32.145833333333336,1,0
2012,8,28,39.391304347826086,2,0
2012,8,29,40.729166666666664,3,0
2012,8,30,35.67391304347826,4,0
2012,8,31,40.5625,5,0
2012,9,1,32.84782608695652,6,1
2012,9,2,22.75,0,1
2012,9,3,15.434782608695652,1,0
2012,9,4,34.645833333333336,2,0
2012,9,5,36.65217391304348,3,0
2012,9,6,24.583333333333332,4,0
2012,9,7,27.58695652173913,5,0
2012,9,8,31.979166666666668,6,1
2012,9,9,45.97826086956522,0,1
2012,9,10,46.104166666666664,1,0
2012,9,11,28.108695652173914,2,0
2012,9,12,27.604166666666668,3,0
2012,9,13,16.795454545454547,4,0
2012,9,14,21.229166666666668,5,0
2012,9,15,19.0,6,1
2012,9,16,28.729166666666668,0,1
2012,9,17,12.108695652173912,1,0
2012,9,18,18.5625,2,0
2012,9,19,19.282608695652176,3,0
2012,9,20,17.65909090909091,4,0
2012,9,21,12.41304347826087,5,0
2012,9,22,26.1875,6,1
2012,9,23,33.47826086956522,0,1
2012,9,24,45.020833333333336,1,0
2012,9,25,45.391304347826086,2,0
2012,9,26,32.166666666666664,3,0
2012,9,27,24.130434782608695,4,0
2012,9,28,32.04347826086956,5,0
2012,9,29,26.520833333333332,6,1
2012,9,30,23.304347826086957,0,1
2012,10,1,35.541666666666664,1,0
2012,10,2,19.869565217391305,2,0
2012,10,3,36.645833333333336,3,0
2012,10,4,34.369565217391305,4,0
2012,10,5,25.666666666666668,5,0
2012,10,6,37.05555555555556,6,1
2012,10,12,44.27777777777778,5,0
2012,10,13,36.895833333333336,6,1
2012,10,14,23.869565217391305,0,1
2012,10,15,31.065217391304348,1,0
2012,10,16,25.178571428571427,2,0
2012,10,17,27.104166666666668,3,0
2012,10,18,57.82608695652174,4,0
2012,10,19,52.270833333333336,5,0
2012,10,20,21.32608695652174,6,1
2012,10,21,2.3125,0,1
2012,10,22,0.25,1,0
2012,10,23,3.2916666666666665,2,0
2012,10,24,2.1956521739130435,3,0
2012,10,25,4.416666666666667,4,0
2012,10,26,22.714285714285715,5,0
2012,10,27,26.3125,6,1
2012,10,28,15.869565217391305,0,1
2012,10,29,23.708333333333332,1,0
2012,10,30,22.369565217391305,2,0
2012,10,31,25.125,3,0
2012,11,2,42.77272727272727,5,0
2012,11,3,29.717391304347824,6,1
2012,11,4,37.73913043478261,0,1
2012,11,5,21.652173913043477,1,0
2012,11,6,15.083333333333334,2,0
2012,11,7,27.386363636363637,3,0
2012,11,8,38.979166666666664,4,0
2012,11,9,23.97826086956522,5,0
2012,11,10,23.145833333333332,6,1
2012,11,11,41.73913043478261,0,1
2012,11,12,38.458333333333336,1,0
2012,11,13,21.795454545454547,2,0
2012,11,14,8.41304347826087,3,0
2012,11,15,14.41304347826087,4,0
2012,11,16,7.217391304347826,5,0
2012,11,17,14.0625,6,1
2012,11,18,19.97826086956522,0,1
2012,11,19,12.541666666666666,1,0
2012,11,20,14.152173913043478,2,0
2012,11,21,26.3125,3,0
2012,11,22,40.04347826086956,4,0
2012,11,23,32.520833333333336,5,0
2012,11,24,22.043478260869566,6,1
2012,11,25,60.75,0,1
2012,11,26,49.97826086956522,1,0
2012,11,27,38.104166666666664,2,0
2012,11,28,4.195652173913044,3,0
2012,11,29,15.916666666666666,4,0
2012,11,30,7.476190476190476,5,0
2012,12,1,18.9375,6,1
2012,12,2,33.80434782608695,0,1
2012,12,3,32.520833333333336,1,0
2012,12,4,32.95652173913044,2,0
2012,12,5,33.04761904761905,3,0
2012,12,6,25.369565217391305,4,0
2012,12,7,46.229166666666664,5,0
2012,12,8,9.456521739130435,6,1
2012,12,9,35.0,0,1
2012,12,10,35.108695652173914,1,0
2012,12,11,20.34090909090909,2,0
2012,12,12,9.978260869565217,3,0
2012,12,13,23.17391304347826,4,0
2012,12,14,42.375,5,0
2012,12,15,65.22916666666667,6,1
2012,12,16,61.04347826086956,0,1
2012,12,17,43.375,1,0
2012,12,18,25.934782608695652,2,0
2012,12,19,11.916666666666666,3,0
2012,12,20,30.08695652173913,4,0
2012,12,21,32.4375,5,0
2012,12,22,49.23913043478261,6,1
2012,12,23,51.520833333333336,0,1
2012,12,24,47.73809523809524,1,0
2012,12,25,58.666666666666664,2,0
2012,12,26,55.54347826086956,3,0
2012,12,27,63.604166666666664,4,0
2012,12,28,40.52173913043478,5,0
2012,12,29,59.208333333333336,6,1
2012,12,30,70.0,0,1
2012,12,31,68.56521739130434,1,0
2013,1,1,47.65217391304348,2,0
2013,1,2,30.130434782608695,3,0
2013,1,3,34.6875,4,0
2013,1,4,35.52173913043478,5,0
2013,1,5,25.541666666666668,6,1
2013,1,6,24.695652173913043,0,1
2013,1,7,30.395833333333332,1,0
2013,1,8,34.28260869565217,2,0
2013,1,9,19.458333333333332,3,0
2013,1,10,7.6521739130434785,4,0
2013,1,11,13.708333333333334,5,0
2013,1,12,31.608695652173914,6,1
2013,1,13,18.333333333333332,0,1
2013,1,14,24.934782608695652,1,0
2013,1,15,22.3125,2,0
2013,1,16,9.369565217391305,3,0
2013,1,17,7.395833333333333,4,0
2013,1,18,21.863636363636363,5,0
2013,1,19,31.736842105263158,6,1
2013,1,20,23.833333333333332,0,1
2013,1,21,26.108695652173914,1,0
2013,1,22,8.282608695652174,2,0
2013,1,23,6.0625,3,0
2013,1,24,11.91304347826087,4,0
2013,1,25,23.520833333333332,5,0
2013,1,26,37.17391304347826,6,1
2013,1,27,52.891304347826086,0,1
2013,1,28,48.34782608695652,1,0
2013,1,29,52.11363636363637,2,0
2013,1,30,58.65217391304348,3,0
2013,1,31,63.895833333333336,4,0
2013,2,1,54.47826086956522,5,0
2013,2,2,56.479166666666664,6,1
2013,2,3,51.76190476190476,0,1
2013,2,4,49.0,1,0
2013,2,5,66.71739130434783,2,0
2013,2,6,43.34090909090909,3,0
2013,2,7,47.608695652173914,4,0
2013,2,8,40.395833333333336,5,0
2013,2,9,29.782608695652176,6,1
2013,2,10,57.083333333333336,0,1
2013,2,11,51.5,1,0
2013,2,12,30.0,2,0
2013,2,13,42.47826086956522,3,0
2013,2,14,50.1875,4,0
2013,2,15,9.738095238095237,5,0
2013,2,16,3.3333333333333335,6,1
2013,2,17,15.26086956521739,0,1
2013,2,18,17.695652173913043,1,0
2013,2,19,11.8125,2,0
2013,2,20,27.547619047619047,3,0
2013,2,21,34.67391304347826,4,0
2013,2,22,46.93181818181818,5,0
2013,2,23,46.8125,6,1
2013,2,24,49.02272727272727,0,1
2013,2,25,29.0,1,0
2013,2,26,36.34722222222222,2,0
2013,2,27,43.69444444444444,3,0
2013,2,28,51.041666666666664,4,0
2013,3,1,58.388888888888886,5,0
2013,3,2,56.32608695652174,6,1
2013,3,3,55.104166666666664,0,1
2013,3,4,53.65217391304348,1,0
2013,3,5,58.666666666666664,2,0
2013,3,6,29.82608695652174,3,0
2013,3,7,30.104166666666668,4,0
2013,3,8,32.73913043478261,5,0
2013,3,9,41.375,6,1
2013,3,10,34.26086956521739,0,1
2013,3,11,54.104166666666664,1,0
2013,3,12,63.67391304347826,2,0
2013,3,13,45.3125,3,0
2013,3,14,33.23913043478261,4,0
2013,3,15,43.1875,5,0
2013,3,16,78.15217391304348,6,1
2013,3,17,77.39583333333333,0,1
2013,3,18,73.80952380952381,1,0
2013,3,19,53.729166666666664,2,0
2013,3,20,37.71739130434783,3,0
2013,3,21,63.666666666666664,4,0
2013,3,22,53.84782608695652,5,0
2013,3,23,58.9375,6,1
2013,3,24,70.6086956521739,0,1
2013,3,25,75.52083333333333,1,0
2013,3,26,73.52173913043478,2,0
2013,3,27,60.833333333333336,3,0
2013,3,28,61.97826086956522,4,0
2013,3,29,65.52083333333333,5,0
2013,3,30,65.52173913043478,6,1
2013,3,31,73.04166666666667,0,1
2013,4,1,77.3913043478261,1,0
2013,4,2,72.08333333333333,2,0
2013,4,3,64.69565217391305,3,0
2013,4,4,71.4375,4,0
2013,4,5,55.65217391304348,5,0
2013,4,6,35.93478260869565,6,1
2013,4,7,56.645833333333336,0,1
2013,4,8,61.25,1,0
2013,4,9,54.875,2,0
2013,4,10,53.95652173913044,3,0
2013,4,11,69.79166666666667,4,0
2013,4,12,70.15217391304348,5,0
2013,4,13,76.95833333333333,6,1
2013,4,14,79.93478260869566,0,1
2013,4,15,55.958333333333336,1,0
2013,4,16,53.369565217391305,2,0
2013,4,17,68.0,3,0
2013,4,18,85.45652173913044,4,0
2013,4,19,69.125,5,0
2013,4,20,68.82608695652173,6,1
2013,4,21,49.875,0,1
2013,4,22,57.34782608695652,1,0
2013,4,23,56.520833333333336,2,0
2013,4,24,44.333333333333336,3,0
2013,4,25,61.270833333333336,4,0
2013,4,26,47.130434782608695,5,0
2013,4,27,72.83333333333333,6,1
2013,4,28,64.32608695652173,0,1
2013,4,29,64.22916666666667,1,0
2013,4,30,53.32608695652174,2,0
2013,5,1,64.45833333333333,3,0
2013,5,2,47.54347826086956,4,0
2013,5,3,58.354166666666664,5,0
2013,5,4,51.34782608695652,6,1
2013,5,5,60.916666666666664,0,1
2013,5,6,65.69565217391305,1,0
2013,5,7,44.583333333333336,2,0
2013,5,8,50.82608695652174,3,0
2013,5,9,61.625,4,0
2013,5,10,57.142857142857146,5,0
2013,5,11,55.041666666666664,6,1
2013,5,12,64.3913043478261,0,1
2013,5,13,63.354166666666664,1,0
2013,5,14,75.8913043478261,2,0
2013,5,15,67.89583333333333,3,0
2013,5,16,40.65217391304348,4,0
2013,5,17,59.916666666666664,5,0
2013,5,18,72.47826086956522,6,1
2013,5,19,45.729166666666664,0,1
2013,5,20,52.41304347826087,1,0
2013,5,21,31.375,2,0
2013,5,22,64.02173913043478,3,0
2013,5,23,56.54347826086956,4,0
2013,5,24,47.25,5,0
2013,5,25,56.43478260869565,6,1
2013,5,26,67.58333333333333,0,1
2013,5,27,79.02173913043478,1,0
2013,5,28,63.9375,2,0
2013,5,29,48.76086956521739,3,0
2013,5,30,43.020833333333336,4,0
2013,5,31,62.34782608695652,5,0
2013,6,1,83.83333333333333,6,1
2013,6,2,65.47826086956522,0,1
2013,6,3,57.8125,1,0
2013,6,4,55.56521739130435,2,0
2013,6,5,63.5,3,0
2013,6,6,88.3695652173913,4,0
2013,6,7,96.70833333333333,5,0
2013,6,8,81.41304347826087,6,1
2013,6,9,43.583333333333336,0,1
2013,6,10,53.91304347826087,1,0
2013,6,11,48.595238095238095,2,0
2013,6,12,42.79545454545455,3,0
2013,6,13,42.59090909090909,4,0
2013,6,14,50.369565217391305,5,0
2013,6,15,57.354166666666664,6,1
2013,6,16,59.391304347826086,0,1
2013,6,17,41.391304347826086,1,0
2013,6,18,78.20833333333333,2,0
2013,6,19,44.107142857142854,3,0
2013,6,20,69.63636363636364,4,0
2013,6,21,54.895833333333336,5,0
2013,6,22,54.869565217391305,6,1
2013,6,23,46.520833333333336,0,1
2013,6,24,38.71739130434783,1,0
2013,6,25,41.145833333333336,2,0
2013,6,26,40.130434782608695,3,0
2013,6,27,48.229166666666664,4,0
2013,6,28,43.02173913043478,5,0
2013,6,29,35.604166666666664,6,1
2013,6,30,37.93478260869565,0,1
2013,7,1,27.833333333333332,1,0
2013,7,2,41.95652173913044,2,0
2013,7,3,29.770833333333332,3,0
2013,7,4,35.130434782608695,4,0
2013,7,5,19.454545454545453,5,0
2013,7,6,48.491919191919195,6,1
2013,7,7,77.52929292929292,0,1
2013,7,8,106.56666666666666,1,0
2013,7,9,81.04347826086956,2,0
2013,7,10,57.630434782608695,3,0
2013,7,11,61.108695652173914,4,0
2013,7,12,51.520833333333336,5,0
2013,7,13,49.84782608695652,6,1
2013,7,14,59.791666666666664,0,1
2013,7,15,74.02173913043478,1,0
2013,7,16,88.10416666666667,2,0
2013,7,17,81.84782608695652,3,0
2013,7,18,89.95833333333333,4,0
2013,7,19,67.80434782608695,5,0
2013,7,20,37.833333333333336,6,1
2013,7,21,86.19999999999999,0,1
2013,7,22,134.56666666666666,1,0
2013,7,23,104.77083333333333,2,0
2013,7,24,71.25,3,0
2013,7,25,52.19565217391305,4,0
2013,7,26,57.270833333333336,5,0
2013,7,27,63.26086956521739,6,1
2013,7,28,69.33333333333333,0,1
2013,7,29,58.42307692307692,1,0
2013,7,30,42.020833333333336,2,0
2013,7,31,35.45,3,0
2013,8,1,52.791666666666664,4,0
2013,8,2,95.3695652173913,5,0
2013,8,3,61.29545454545455,6,1
2013,8,4,49.608695652173914,0,1
2013,8,5,65.22916666666667,1,0
2013,8,6,61.857142857142854,2,0
2013,8,7,31.354166666666668,3,0
2013,8,8,55.17391304347826,4,0
2013,8,9,46.791666666666664,5,0
2013,8,10,47.17391304347826,6,1
2013,8,11,45.291666666666664,0,1
2013,8,12,42.26086956521739,1,0
2013,8,13,43.479166666666664,2,0
2013,8,14,39.608695652173914,3,0
2013,8,15,36.520833333333336,4,0
2013,8,16,61.54347826086956,5,0
2013,8,17,47.291666666666664,6,1
2013,8,18,36.54347826086956,0,1
2013,8,19,43.625,1,0
2013,8,20,42.67391304347826,2,0
2013,8,21,65.91666666666667,3,0
2013,8,22,73.45652173913044,4,0
2013,8,23,64.45833333333333,5,0
2013,8,24,61.08695652173913,6,1
2013,8,25,49.369565217391305,0,1
2013,8,26,33.854166666666664,1,0
2013,8,27,49.45652173913044,2,0
2013,8,28,52.083333333333336,3,0
2013,8,29,52.67391304347826,4,0
2013,8,30,44.458333333333336,5,0
2013,8,31,38.391304347826086,6,1
2013,9,1,41.75,0,1
2013,9,2,34.108695652173914,1,0
2013,9,3,46.145833333333336,2,0
2013,9,4,54.47826086956522,3,0
2013,9,5,61.79545454545455,4,0
2013,9,6,47.108695652173914,5,0
2013,9,7,23.5625,6,1
2013,9,8,39.630434782608695,0,1
2013,9,9,44.125,1,0
2013,9,10,50.19565217391305,2,0
2013,9,11,46.0,3,0
2013,9,12,31.217391304347824,4,0
2013,9,13,24.5625,5,0
2013,9,14,27.130434782608695,6,1
2013,9,15,42.1875,0,1
2013,9,16,47.869565217391305,1,0
2013,9,17,34.75,2,0
2013,9,18,27.282608695652176,3,0
2013,9,19,31.404761904761905,4,0
2013,9,20,27.727272727272727,5,0
2013,9,21,28.115800865800864,6,1
2013,9,22,28.504329004329005,0,1
2013,9,23,28.892857142857142,1,0
2013,9,24,22.304347826086957,2,0
2013,9,25,15.9375,3,0
2013,9,26,16.82608695652174,4,0
2013,9,27,16.125,5,0
2013,9,28,27.456521739130434,6,1
2013,9,29,36.083333333333336,0,1
2013,9,30,42.71739130434783,1,0
2013,10,1,37.541666666666664,2,0
2013,10,2,44.28260869565217,3,0
2013,10,3,51.916666666666664,4,0
2013,10,4,33.0,5,0
2013,10,5,20.270833333333332,6,1
2013,10,6,20.847826086956523,0,1
2013,10,7,18.369565217391305,1,0
2013,10,8,16.76086956521739,2,0
2013,10,9,22.916666666666668,3,0
2013,10,10,45.65217391304348,4,0
2013,10,11,16.130434782608695,5,0
2013,10,12,17.208333333333332,6,1
2013,10,13,35.108695652173914,0,1
2013,10,14,45.208333333333336,1,0
2013,10,15,38.67391304347826,2,0
2013,10,16,33.458333333333336,3,0
2013,10,17,44.54347826086956,4,0
2013,10,18,35.333333333333336,5,0
2013,10,19,37.43478260869565,6,1
2013,10,20,38.395833333333336,0,1
2013,10,21,47.19565217391305,1,0
2013,10,22,48.5625,2,0
2013,10,23,53.5,3,0
2013,10,24,31.541666666666668,4,0
2013,10,25,37.41304347826087,5,0
2013,10,26,45.25,6,1
2013,10,27,65.04347826086956,0,1
2013,10,28,62.479166666666664,1,0
2013,10,29,57.54347826086956,2,0
2013,10,30,34.6875,3,0
2013,10,31,36.15217391304348,4,0
2013,11,1,38.979166666666664,5,0
2013,11,2,42.08695652173913,6,1
2013,11,3,63.708333333333336,0,1
2013,11,4,44.23913043478261,1,0
2013,11,5,31.4375,2,0
2013,11,6,44.95652173913044,3,0
2013,11,7,38.145833333333336,4,0
2013,11,8,46.5,5,0
2013,11,9,57.708333333333336,6,1
2013,11,10,37.5,0,1
2013,11,11,30.75,1,0
2013,11,12,30.41304347826087,2,0
2013,11,13,8.375,3,0
2013,11,14,15.434782608695652,4,0
2013,11,15,26.479166666666668,5,0
2013,11,16,8.152173913043478,6,1
2013,11,17,6.083333333333333,0,1
2013,11,18,9.391304347826088,1,0
2013,11,19,21.041666666666668,2,0
2013,11,20,30.76086956521739,3,0
2013,11,21,15.875,4,0
2013,11,22,28.847826086956523,5,0
2013,11,23,13.020833333333334,6,1
2013,11,24,29.130434782608695,0,1
2013,11,25,37.44444444444444,1,0
2013,11,26,38.125,2,0
2013,11,27,38.80555555555556,3,0
2013,11,28,39.48611111111111,4,0
2013,11,29,40.166666666666664,5,0
2013,11,30,27.875,6,1
2013,12,1,14.130434782608695,0,1
2013,12,2,18.9375,1,0
2013,12,3,4.431818181818182,2,0
2013,12,4,9.770833333333334,3,0
2013,12,5,31.08695652173913,4,0
2013,12,6,51.416666666666664,5,0
2013,12,7,27.0,6,1
2013,12,8,41.5625,0,1
2013,12,9,36.75,1,0
2013,12,10,5.875,2,0
2013,12,11,5.456521739130435,3,0
2013,12,12,8.977272727272727,4,0
2013,12,13,22.782608695652176,5,0
2013,12,14,28.9375,6,1
2013,12,15,52.0,0,1
2013,12,16,51.875,1,0
2013,12,17,40.54347826086956,2,0
2013,12,18,44.979166666666664,3,0
2013,12,19,42.26086956521739,4,0
2013,12,20,35.895833333333336,5,0
2013,12,21,54.41304347826087,6,1
2013,12,22,54.916666666666664,0,1
2013,12,23,60.15217391304348,1,0
2013,12,24,58.333333333333336,2,0
2013,12,25,56.869565217391305,3,0
2013,12,26,44.333333333333336,4,0
2013,12,27,46.0,5,0
2013,12,28,51.25,6,1
2013,12,29,43.80434782608695,0,1
2013,12,30,43.0,1,0
2013,12,31,46.58695652173913,2,0
2014,1,1,55.541666666666664,3,0
2014,1,2,51.54347826086956,4,0
2014,1,3,61.6875,5,0
2014,1,4,59.02173913043478,6,1
2014,1,5,55.416666666666664,0,1
2014,1,6,48.41304347826087,1,0
2014,1,7,64.33333333333333,2,0
2014,1,8,51.58695652173913,3,0
2014,1,9,43.458333333333336,4,0
2014,1,10,50.15217391304348,5,0
2014,1,11,38.083333333333336,6,1
2014,1,12,26.41304347826087,0,1
2014,1,13,40.67391304347826,1,0
2014,1,14,46.75,2,0
2014,1,15,33.06818181818182,3,0
2014,1,16,35.979166666666664,4,0
2014,1,17,51.76086956521739,5,0
2014,1,18,41.083333333333336,6,1
2014,1,19,31.97826086956522,0,1
2014,1,20,20.854166666666668,1,0
2014,1,21,22.369565217391305,2,0
2014,1,22,46.458333333333336,3,0
2014,1,23,30.976190476190474,4,0
2014,1,24,26.375,5,0
2014,1,25,40.76086956521739,6,1
2014,1,26,60.020833333333336,0,1
2014,1,27,57.575,1,0
2014,1,28,59.8125,2,0
2014,1,29,47.02173913043478,3,0
2014,1,30,32.0,4,0
2014,1,31,21.76086956521739,5,0
2014,2,1,50.229166666666664,6,1
2014,2,2,46.19565217391305,0,1
2014,2,3,38.166666666666664,1,0
2014,2,4,57.91304347826087,2,0
2014,2,5,61.229166666666664,3,0
2014,2,6,63.95652173913044,4,0
2014,2,7,49.17391304347826,5,0
2014,2,8,56.69565217391305,6,1
2014,2,9,69.54166666666667,0,1
2014,2,10,43.54347826086956,1,0
2014,2,11,59.0,2,0
2014,2,12,55.23913043478261,3,0
2014,2,13,60.104166666666664,4,0
2014,2,14,55.73913043478261,5,0
2014,2,15,68.9375,6,1
2014,2,16,55.391304347826086,0,1
2014,2,17,47.375,1,0
2014,2,18,36.608695652173914,2,0
2014,2,19,42.520833333333336,3,0
2014,2,20,39.76086956521739,4,0
2014,2,21,62.1875,5,0
2014,2,22,50.391304347826086,6,1
2014,2,23,49.229166666666664,0,1
2014,2,24,56.375,1,0
2014,2,25,54.795138888888886,2,0
2014,2,26,53.21527777777778,3,0
2014,2,27,51.63541666666667,4,0
2014,2,28,50.05555555555556,5,0
2014,3,1,48.56521739130435,6,1
2014,3,2,57.895833333333336,0,1
2014,3,3,65.54347826086956,1,0
2014,3,4,44.291666666666664,2,0
2014,3,5,27.17391304347826,3,0
2014,3,6,33.291666666666664,4,0
2014,3,7,46.34782608695652,5,0
2014,3,8,48.3125,6,1
2014,3,9,73.67391304347827,0,1
2014,3,10,41.5,1,0
2014,3,11,32.23913043478261,2,0
2014,3,12,22.318181818181817,3,0
2014,3,13,28.304347826086957,4,0
2014,3,14,26.020833333333332,5,0
2014,3,15,46.41304347826087,6,1
2014,3,16,44.5,0,1
2014,3,17,29.630434782608695,1,0
2014,3,18,42.958333333333336,2,0
2014,3,19,53.93478260869565,3,0
2014,3,20,65.4375,4,0
2014,3,21,62.58695652173913,5,0
2014,3,22,54.479166666666664,6,1
2014,3,23,56.58695652173913,0,1
2014,3,24,49.3125,1,0
2014,3,25,38.630434782608695,2,0
2014,3,26,42.916666666666664,3,0
2014,3,27,27.52173913043478,4,0
2014,3,28,35.125,5,0
2014,3,29,68.82608695652173,6,1
2014,3,30,51.854166666666664,0,1
2014,3,31,47.108695652173914,1,0
2014,4,1,46.395833333333336,2,0
2014,4,2,52.02173913043478,3,0
2014,4,3,59.229166666666664,4,0
2014,4,4,26.434782608695652,5,0
2014,4,5,52.6875,6,1
2014,4,6,47.0,0,1
2014,4,7,47.5,1,0
2014,4,8,66.04761904761905,2,0
2014,4,9,43.666666666666664,3,0
2014,4,10,44.52173913043478,4,0
2014,4,11,43.041666666666664,5,0
2014,4,12,52.69565217391305,6,1
2014,4,13,53.520833333333336,0,1
2014,4,14,64.34782608695652,1,0
2014,4,15,57.666666666666664,2,0
2014,4,16,55.04347826086956,3,0
2014,4,17,65.41304347826087,4,0
2014,4,18,69.45833333333333,5,0
2014,4,19,71.76086956521739,6,1
2014,4,20,66.41666666666667,0,1
2014,4,21,55.369565217391305,1,0
2014,4,22,45.604166666666664,2,0
2014,4,23,49.32608695652174,3,0
2014,4,24,49.854166666666664,4,0
2014,4,25,62.19565217391305,5,0
2014,4,26,65.375,6,1
